,merchant,category,amt,gender,street,city,state,zip,lat,long,city_pop,job,unix_time,age,month,year,is_fraud
10841,Vervort Funk,grocery_pos,294.59,F,343 Hannah Parkway,Comfort,WV,25049,38.1372,-81.5962,630,Fine artist,1354591058,65,12,2019,1
10842,Hudson Grady,shopping_pos,7.54,F,3256 Brooks Field,Eldridge,AL,35554,33.9315,-87.6194,1186,Politician's assistant,1328632909,38,2,2019,0
10843,Leffler Goldner,personal_care,21.25,M,329 Michael Extension,Lawrence,MA,1843,42.6911,-71.1605,76383,Geoscientist,1337986161,39,5,2019,1
10844,Dickinson Ltd,personal_care,46.18,F,0537 Margaret Common Suite 526,Coleman,TX,76834,31.8287,-99.427,5908,Radio producer,1328553871,62,2,2019,0
10845,Olson Becker  Koch,gas_transport,9.31,M,0701 John Ranch,Portland,OR,97210,45.5303,-122.7033,841711,Engineer,1374459737,61,7,2020,1
10846,Cronin Kshlerin  Weber,health_fitness,16.59,F,128 Nathan Ramp,Barneveld,NY,13304,43.2237,-75.1612,1684,IT trainer,1371908028,30,6,2020,0
10847,Zieme Bode  Dooley,gas_transport,67.9,M,7233 John Parks,Lepanto,AR,72354,35.6069,-90.3359,2470,Counselling psychologist,1328576621,56,2,2019,0
10848,Schumm PLC,shopping_net,97.95,M,172 Leonard Island,Dumont,CO,80436,39.7532,-105.6356,565,Mental health nurse,1370944606,46,6,2020,0
10849,Schmeler Howe,personal_care,69.21,M,583 Gray Creek,Oak Hill,NY,12460,42.4069,-74.1528,277,Glass blower,1343255302,53,7,2019,0
10850,Zemlak Group,misc_net,790.69,M,560 Molina Path,Oakdale,NY,11769,40.7382,-73.1297,9506,Biochemist,1349480328,71,10,2019,1
10851,Boyer Reichert,shopping_net,1064.53,M,4720 Anna Ways,Murrayville,IL,62668,39.5723,-90.2379,1512,Commercial,1355699842,21,12,2019,1
10852,Kunze Inc,grocery_pos,348.74,F,865 Thomas Village,Orangeburg,NY,10962,41.0442,-73.9609,5950,Records manager,1327026005,53,1,2019,1
10853,Bahringer Schoen  Corkery,shopping_pos,1117.82,F,257 Victor Stravenue,Hampton,VA,23666,37.0462,-76.4096,136895,Accounting technician,1327103944,85,1,2019,1
10854,Stamm Witting,shopping_net,982.99,M,919 Miller Isle,Williams,IN,47470,38.7735,-86.6285,1735,Financial adviser,1375398070,34,8,2020,1
10855,Little Gutmann  Lynch,shopping_net,4.28,M,1166 Castillo Mountains,Ruckersville,VA,22968,38.2586,-78.4074,9815,Designer,1379278549,49,9,2020,0
10856,Hickle Group,shopping_pos,11.47,F,117 Natasha Vista Suite 936,Leonard,TX,75452,33.4044,-96.2238,4090,Sub,1368382308,47,5,2020,0
10857,Baumbach Ltd,personal_care,91.99,M,977 Rita Grove Apt. 000,Rock Tavern,NY,12575,41.4575,-74.1659,2258,Building surveyor,1336162824,87,5,2019,0
10858,Johns Hoeger,entertainment,530.09,F,117 Natasha Vista Suite 936,Leonard,TX,75452,33.4044,-96.2238,4090,Sub,1375770584,47,8,2020,1
10859,Lemke Gutmann,shopping_net,855.28,F,118 Justin Extension,Bay Minette,AL,36507,30.8635,-87.7644,19090,Science writer,1375742315,95,8,2020,1
10860,Emard Inc,gas_transport,71.65,M,47144 Roberts Keys,Monmouth Beach,NJ,7750,40.333,-73.9809,3279,Health promotion specialist,1355369631,46,12,2019,0
10861,Herman Treutel  Dickens,misc_net,97.84,M,713 Scott Pike Apt. 712,Bridger,MT,59014,45.2857,-108.9082,1446,Chartered loss adjuster,1332642045,46,3,2019,0
10862,Friesen Inc,shopping_pos,4.0,M,81261 Garcia Underpass Suite 741,Southfield,MI,48034,42.4969,-83.2911,75830,Engineer,1374926503,50,7,2020,0
10863,Erdman Ebert,personal_care,1.43,M,725 Jo Trace Apt. 102,Glendale,CA,91206,34.1556,-118.2322,172817,Advertising account planner,1349904399,42,10,2019,0
10864,Bernhard Inc,gas_transport,7.98,M,830 Myers Plaza Apt. 384,Edmond,OK,73034,35.6665,-97.4798,116001,Media buyer,1379727515,31,9,2020,1
10865,Kiehn Emmerich,grocery_pos,299.98,M,25887 Martin Inlet,Graniteville,VT,5654,44.1554,-72.4847,970,Agricultural consultant,1363047209,31,3,2020,1
10866,Wilkinson PLC,kids_pets,16.89,F,165 Jerry Meadows Suite 460,Surrency,GA,31563,31.6489,-82.1982,1324,Engineer,1336410978,98,5,2019,0
10867,Goldner Kovacek  Abbott,grocery_pos,326.94,M,458 Phillips Island Apt. 768,Denham Springs,LA,70726,30.459,-90.9027,71335,Herbalist,1371864313,30,6,2020,1
10868,Schumm PLC,shopping_net,1088.48,M,31472 Cody Place Suite 740,Kensington,MD,20895,39.0298,-77.0793,19054,Operations geologist,1370297615,48,6,2020,1
10869,Yost Block  Koepp,misc_pos,32.64,M,495 Fisher Throughway,Grand Junction,TN,38039,35.0659,-89.1534,1804,Clothing,1334554122,50,4,2019,0
10870,Nitzsche Kessler  Wolff,shopping_pos,949.27,F,053 Kim Valley Suite 928,Old Hickory,TN,37138,36.2416,-86.6117,22191,Prison officer,1348387139,30,9,2019,1
10871,Nitzsche Kessler  Wolff,shopping_pos,8.4,F,1652 James Mews,Hinckley,OH,44233,41.2419,-81.7453,7646,Medical sales representative,1346253276,36,8,2019,0
10872,Hamill D'Amore,health_fitness,37.38,F,35440 Ryan Islands,North Prairie,WI,53153,42.9385,-88.395,2328,Applications developer,1367670507,82,5,2020,0
10873,Bahringer Group,health_fitness,19.42,F,75533 Tamara Valleys,Logan,IL,62856,37.9943,-88.9417,324,Scientist,1371414765,48,6,2020,1
10874,Labadie Treutel  Bode,shopping_net,1004.38,F,908 Brooks Brook,Lomax,IL,61454,40.6761,-91.0391,725,Environmental consultant,1379984932,52,9,2020,1
10875,Haley Jewess  Bechtelar,shopping_pos,40.29,F,2924 Bobby Trafficway,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,1344362436,38,8,2019,0
10876,Mc Dermott Weimann,grocery_pos,347.84,F,57887 Gutierrez Harbor,Westfir,OR,97492,43.7575,-122.481,597,Forensic psychologist,1351725067,63,10,2019,1
10877,Goldner Lemke,entertainment,62.93,F,0362 Anderson Wall,Mound City,MO,64470,40.1362,-95.2138,1631,Architect,1368731996,71,5,2020,0
10878,Miller Harris,misc_net,875.38,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1384903864,27,11,2020,1
10879,Hills Hegmann  Schaefer,health_fitness,25.19,F,071 Wise Trace,Coleharbor,ND,58531,47.5196,-101.2332,307,Make,1363354214,94,3,2020,0
10880,Moen Reinger  Murphy,grocery_pos,317.33,M,26678 Lisa Locks Apt. 904,Iliff,CO,80736,40.7692,-103.0968,648,Community arts worker,1364608230,55,3,2020,1
10881,Bradtke PLC,grocery_pos,296.18,F,265 Christian Summit Suite 231,Fairhope,AL,36532,30.5012,-87.8835,27829,Presenter,1331168181,70,3,2019,1
10882,Macejkovic Lesch,shopping_pos,29.65,F,137 Adam Dale,Lebanon,VA,24266,36.8809,-82.0956,9521,Teacher,1336833973,47,5,2019,0
10883,Romaguera Wehner  Tromp,kids_pets,10.07,M,5452 Patricia Inlet Apt. 280,Nelson,NE,68961,40.201,-98.0684,732,Television,1368736723,68,5,2020,0
10884,Gerlach Inc,shopping_net,3.25,M,1499 Michael Rue,Arlington,VA,22213,38.8954,-77.1633,207410,Mudlogger,1388410123,40,12,2020,0
10885,Hills Olson,grocery_net,9.69,M,17355 Mendoza Bypass Suite 059,Linthicum Heights,MD,21090,39.2092,-76.6681,9784,Conservator,1375501758,100,8,2020,1
10886,Nitzsche Kessler  Wolff,shopping_pos,924.87,M,26975 Richardson Mills Apt. 402,Sontag,MS,39665,31.6453,-90.1801,1196,Librarian,1337983915,66,5,2019,1
10887,Cormier LLC,shopping_net,963.57,M,97689 Davis Point Apt. 967,Detroit,MI,48214,42.3669,-82.9938,673342,Health visitor,1385247970,41,11,2020,1
10888,Herzog Ltd,misc_pos,8.13,F,1441 Bradley Place,Grover,NC,28073,35.1836,-81.4552,5621,Toxicologist,1372567287,51,6,2020,1
10889,Emard Inc,gas_transport,86.43,F,5745 Blair Locks,West Columbia,SC,29170,33.9568,-81.1405,52126,Chemical engineer,1383971450,95,11,2020,0
10890,Jenkins Hauck  Friesen,gas_transport,90.07,F,010 Salazar Walk,Cromona,KY,41810,37.1788,-82.695,502,Chief Financial Officer,1352595050,64,11,2019,0
10891,Sporer Inc,gas_transport,43.84,F,350 Stacy Glens,Spencer,SD,57374,43.7557,-97.5936,343,Development worker,1358675761,52,1,2020,0
10892,Robel Cummerata  Prosacco,gas_transport,52.89,F,68248 Deanna Land,Enola,AR,72047,35.2087,-92.2123,969,Physicist,1386136302,70,12,2020,0
10893,Johns Inc,entertainment,265.2,F,44864 Melton Vista Suite 310,San Jose,CA,95148,37.3304,-121.7913,973849,Science writer,1370415663,69,6,2020,0
10894,Towne Greenholt  Koepp,shopping_net,905.28,F,702 Tabitha Drive,New Goshen,IN,47863,39.5803,-87.4616,205,Engineer,1326640518,64,1,2019,1
10895,Rohan White  Aufderhar,misc_net,744.63,M,97070 Anderson Land,Haines City,FL,33844,28.0758,-81.5929,33804,Exercise physiologist,1341008517,33,6,2019,1
10896,Lynch Mohr,travel,451.51,M,713 Scott Pike Apt. 712,Bridger,MT,59014,45.2857,-108.9082,1446,Chartered loss adjuster,1355847175,46,12,2019,0
10897,Bauch Raynor,grocery_pos,311.85,M,81261 Garcia Underpass Suite 741,Southfield,MI,48034,42.4969,-83.2911,75830,Engineer,1379907744,50,9,2020,1
10898,Medhurst Inc,home,1.47,F,7952 Karen Pike,De Soto,KS,66018,38.9462,-94.9714,5760,Chief Executive Officer,1383394208,46,11,2020,0
10899,Ankunding Carroll,travel,499.62,M,713 Scott Pike Apt. 712,Bridger,MT,59014,45.2857,-108.9082,1446,Chartered loss adjuster,1357401736,46,1,2020,0
10900,Jaskolski Vervort,misc_net,845.7,M,493 Fitzgerald Fields Suite 454,Varnell,GA,30756,34.9298,-84.9885,74,Pensions consultant,1381359134,80,10,2020,1
10901,Baumbach Strosin  Nicolas,shopping_pos,812.59,F,285 George Lake,Beaver Falls,PA,15010,40.7687,-80.3592,28425,Podiatrist,1367625033,24,5,2020,1
10902,Donnelly LLC,entertainment,31.25,F,50872 Alex Plain Suite 088,Baton Rouge,LA,70808,30.4066,-91.1468,378909,Designer,1341507895,47,7,2019,0
10903,Champlin  Sons,home,5.44,F,343 Hannah Parkway,Comfort,WV,25049,38.1372,-81.5962,630,Fine artist,1340464906,65,6,2019,0
10904,Beier Hyatt,shopping_pos,764.06,M,426 Mark Ports,Brooklin,ME,4616,44.2541,-68.5565,824,Loss adjuster,1352330076,50,11,2019,1
10905,Altenwerth Kilback,home,133.65,F,976 Hubbard Lodge,Randolph,MN,55065,44.5274,-93.0196,1201,Barrister,1387722688,45,12,2020,0
10906,Kling Inc,gas_transport,7.41,M,1287 Michael Roads,Washoe Valley,NV,89704,39.2669,-119.8174,4290,Animal nutritionist,1346380187,35,8,2019,1
10907,Predovic Inc,shopping_net,8.97,F,0665 Lisa Alley,Winger,MN,56592,47.5375,-95.9941,516,Applications developer,1371271162,58,6,2020,0
10908,Kilback Nitzsche  Leffler,travel,261.4,M,04975 Allison Shoal,Bronx,NY,10463,40.8798,-73.9067,1382480,Therapist,1387572001,34,12,2020,0
10909,Reichert Huels  Hoppe,shopping_net,3.09,F,91542 Marissa Shores Apt. 053,Oran,IA,50664,42.7012,-92.0762,53,Sports administrator,1375987516,52,8,2020,0
10910,Conroy Emard,food_dining,68.01,F,312 Eric Expressway Apt. 014,Phenix City,AL,36869,32.4204,-85.0796,59744,Chemical engineer,1325789982,40,1,2019,0
10911,Mraz Herzog,gas_transport,9.95,F,9588 Cox Rapid Apt. 257,Atglen,PA,19310,39.9458,-75.9703,3066,Product manager,1365468206,96,4,2020,1
10912,Waelchi Inc,kids_pets,60.28,M,1561 Chase Grove,Conway,NH,3818,43.9742,-71.1503,3807,Surgeon,1380387022,25,9,2020,0
10913,Kuvalis Ltd,gas_transport,25.52,F,2918 David Spurs,Georgetown,MN,56546,47.0999,-96.727,346,Research officer,1345687000,48,8,2019,0
10914,Torphy Goyette,shopping_pos,738.41,F,477 Wheeler Burg,Amanda,OH,43102,39.6251,-82.7552,4512,Farm manager,1336273538,32,5,2019,1
10915,Swift PLC,kids_pets,51.42,M,172 Leonard Island,Dumont,CO,80436,39.7532,-105.6356,565,Mental health nurse,1338057268,46,5,2019,0
10916,Gottlieb Hansen,personal_care,32.02,M,3867 Susan Corners Apt. 883,Brashear,MO,63533,40.1959,-92.4333,805,Private music teacher,1384212220,54,11,2020,0
10917,Harris Inc,gas_transport,56.41,M,715 Courtney Pike Suite 932,Keller,TX,76248,32.9276,-97.2489,95035,Probation officer,1348028861,37,9,2019,0
10918,Ullrich Ltd,kids_pets,22.1,F,4900 Curtis Gardens Suite 952,Hahira,GA,31632,30.9416,-83.3574,10295,Teacher,1333149050,27,3,2019,1
10919,Cummerata Jones,gas_transport,56.48,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1341732821,27,7,2019,0
10920,Goyette Howell  Collier,shopping_pos,6.81,F,543 Ware Path Apt. 593,Utica,MO,64686,39.7417,-93.6289,271,Land,1384354632,52,11,2020,0
10921,Shields Wunsch,health_fitness,45.37,F,11014 Chad Lake Apt. 573,Heart Butte,MT,59448,48.2777,-112.8456,743,Water engineer,1335021859,52,4,2019,0
10922,Schultz Simonis  Little,grocery_pos,308.77,M,594 White Dale Suite 530,Malad City,ID,83252,42.1808,-112.262,4154,Nature conservation officer,1383709151,62,11,2020,1
10923,Pacocha Weissnat,kids_pets,1.47,M,133 Alyssa Plains,Lolita,TX,77971,28.7724,-96.4793,911,Archaeologist,1368018186,54,5,2020,0
10924,Johnson Runolfsdottir  Mayer,misc_net,8.8,M,821 Solis Points,Muskegon,MI,49440,43.2326,-86.2492,128715,Historic buildings inspector,1341477191,29,7,2019,0
10925,Conroy Ltd,shopping_pos,983.93,F,147 Mckinney Run Apt. 743,Ehrhardt,SC,29081,33.1044,-81.0221,1352,Engineer,1341014142,32,6,2019,1
10926,Bartoletti Wunsch,gas_transport,92.48,F,07712 Marcus Divide Apt. 831,Laguna Hills,CA,92637,33.615,-117.7114,45303,Sales executive,1355028479,55,12,2019,0
10927,Mante Group,misc_net,778.05,M,109 Brian Lights Apt. 504,Shippingport,PA,15077,40.6025,-80.3863,198,Secretary,1340837257,46,6,2019,1
10928,Eichmann Bogan  Rodriguez,gas_transport,95.73,F,2807 Parker Station Suite 080,Stanchfield,MN,55080,45.6675,-93.2433,2607,Lecturer,1355444568,29,12,2019,0
10929,Boyer PLC,shopping_net,9.15,M,428 Morgan River,Hudson,NY,12534,42.247,-73.7552,17867,Travel agency manager,1380925163,26,10,2020,0
10930,Rodriguez Yost  Jenkins,misc_net,615.95,M,9579 Porter Tunnel,Wauchula,FL,33873,27.5517,-81.8074,14742,Teaching laboratory technician,1375751799,31,8,2020,1
10931,Kilback LLC,grocery_pos,294.65,M,078 Alex Fields,Smock,PA,15480,39.9961,-79.7678,1946,Charity fundraiser,1328135225,34,2,2019,1
10932,Miller Harris,misc_net,940.42,F,4503 Patricia Route,Meridian,ID,83646,43.6498,-116.4306,84106,Intelligence analyst,1378514356,53,9,2020,1
10933,Haley Group,misc_pos,3.46,M,27203 Darrell Landing,Saint James City,FL,33956,26.529,-82.0916,3776,Sport and exercise psychologist,1344975103,48,8,2019,0
10934,Lind Buckridge,entertainment,122.59,F,7644 Joseph Fields,Nokomis,IL,62075,39.3036,-89.2853,3458,Building surveyor,1358702274,39,1,2020,0
10935,Wiza LLC,misc_pos,37.86,M,1145 Tony Drive Suite 080,Watertown,MN,55388,44.9595,-93.8482,5619,Licensed conveyancer,1335573512,65,4,2019,0
10936,Rau  Sons,grocery_pos,88.8,F,519 Jerry Views,Avoca,IA,51521,41.4768,-95.3509,2036,Engineering geologist,1345780907,53,8,2019,0
10937,Abernathy  Sons,food_dining,126.78,F,840 Werner Lock Apt. 852,Campbell,NE,68932,40.2967,-98.737,493,Surveyor,1337296516,84,5,2019,1
10938,Barton LLC,kids_pets,20.63,M,3283 James Station,Fayetteville,NC,28314,35.0583,-79.008,238602,Scientist,1326584627,31,1,2019,1
10939,Deckow O'Conner,grocery_pos,288.97,F,28311 Dennis Trace,Albany,NY,12222,42.6853,-73.8253,151022,Designer,1328750760,85,2,2019,1
10940,Kerluke Inc,misc_net,744.47,M,838 Franklin Prairie Apt. 902,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,1361408963,37,2,2020,1
10941,Greenholt Ltd,health_fitness,77.85,M,7915 Dawn Roads Apt. 544,Shelter Island,NY,11964,41.06399999999999,-72.3366,1858,Clinical biochemist,1346243332,40,8,2019,0
10942,Reichel Bradtke  Bla,travel,7.16,F,25961 Beverly Union Apt. 042,North Wilkesboro,NC,28659,36.2017,-81.1286,21134,Dispensing optician,1353800036,40,11,2019,0
10943,Langworth Boehm  Gulgowski,shopping_net,900.02,M,329 Michael Extension,Lawrence,MA,1843,42.6911,-71.1605,76383,Geoscientist,1338074590,39,5,2019,1
10944,Nicolas Hills  Mc Glynn,entertainment,69.6,M,622 Williams Trafficway,Ringwood,IL,60072,42.4048,-88.3054,928,Outdoor activities,1325536606,39,1,2019,0
10945,Kiehn Emmerich,grocery_pos,335.39,F,6574 William Hill Apt. 375,Jermyn,PA,18433,41.5744,-75.5881,6508,Training and development officer,1336706870,43,5,2019,1
10946,Pacocha Bauch,shopping_pos,999.45,F,6963 Russell Causeway Suite 231,Galatia,IL,62935,37.8274,-88.6235,1943,Restaurant manager,1327706519,53,1,2019,1
10947,Wisozk  Sons,misc_pos,8.9,F,554 Mcdonald Valley Apt. 539,Meridian,TX,76665,31.929,-97.6443,2526,Phytotherapist,1351828719,54,11,2019,1
10948,Kunde Sanford,misc_net,777.16,M,4130 Tiffany Glen Apt. 562,San Antonio,TX,78248,29.5894,-98.5201,1595797,Exhibition designer,1357261337,49,1,2020,1
10949,Rempel PLC,grocery_net,11.72,M,61390 Hayes Port,Romulus,MI,48174,42.2203,-83.3583,31515,Police officer,1362103370,53,3,2020,1
10950,Bins Rice,gas_transport,17.74,F,13108 Jennifer Passage,Mc Cracken,KS,67556,38.5957,-99.554,320,Film,1371623675,63,6,2020,1
10951,Huel Hammes  Witting,grocery_pos,296.25,F,9612 Robert Light Apt. 340,Georgetown,DE,19947,38.679,-75.3932,18799,Designer,1335608674,24,4,2019,1
10952,Jakubowski Inc,home,56.49,F,03368 Michelle Trail,Gregory,AR,72059,35.1791,-91.2594,37,Lecturer,1354302014,66,11,2019,0
10953,Mohr Inc,shopping_pos,821.13,F,7337 Browning Falls Suite 027,Valdosta,GA,31605,30.946,-83.2474,94325,Educational psychologist,1376353696,37,8,2020,1
10954,Kilback LLC,food_dining,30.4,F,2924 Bobby Trafficway,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,1371324413,38,6,2020,0
10955,Altenwerth Cartwright  Koss,shopping_net,911.05,M,32941 Krystal Mill Apt. 552,Titusville,FL,32780,28.5697,-80.8191,54767,Set designer,1386546490,37,12,2020,1
10956,Harris Inc,gas_transport,61.16,M,411 Laurie Fords,Cass,WV,24927,38.388000000000005,-79.9906,365,Special effects artist,1335774199,54,4,2019,0
10957,Schmeler Bashirian  Price,shopping_net,920.59,M,7055 Fernandez Estates Apt. 676,Cecilton,MD,21913,39.4015,-75.8654,663,Podiatrist,1335219237,55,4,2019,1
10958,Botsford PLC,home,372.73,M,304 Ryan Port Suite 335,Camden,MO,64017,39.2048,-94.0259,464,Colour technologist,1381875829,65,10,2020,1
10959,Watsica LLC,personal_care,28.43,F,2870 Bean Terrace Apt. 756,Thomas,WV,26292,39.1505,-79.503,836,Forensic psychologist,1356193727,43,12,2019,0
10960,Kling Ernser,entertainment,233.42,F,117 Natasha Vista Suite 936,Leonard,TX,75452,33.4044,-96.2238,4090,Sub,1380915512,47,10,2020,0
10961,Swift Bradtke  Marquardt,grocery_net,12.54,M,43809 Kenneth Circles Suite 152,Union,WV,24983,37.5802,-80.5248,2443,Chartered public finance accountant,1354665898,83,12,2019,1
10962,Kris Padberg,shopping_pos,877.38,F,1535 Ryan Burgs Suite 919,Des Moines,IA,50312,41.5855,-93.6719,222785,Wellsite geologist,1375999997,68,8,2020,1
10963,Cummings Group,grocery_net,39.04,M,7915 Dawn Roads Apt. 544,Shelter Island,NY,11964,41.06399999999999,-72.3366,1858,Clinical biochemist,1340690144,40,6,2019,0
10964,Watsica Haag  Considine,shopping_pos,871.92,M,16220 Joseph Point Suite 096,Mountain City,TN,37683,36.4657,-81.814,13021,Tree surgeon,1333493906,23,4,2019,1
10965,Reichert Huels  Hoppe,shopping_net,2.21,M,767 Adam Mill Apt. 115,Espanola,NM,87533,35.9866,-106.0654,18408,Historic buildings inspector,1362923479,52,3,2020,0
10966,Conroy Cruickshank,gas_transport,6.26,F,4511 Choi Lock,Delhi,LA,71232,32.3929,-91.4714,6581,Multimedia programmer,1360378953,60,2,2020,1
10967,Friesen Stamm,gas_transport,60.74,M,46809 Toni Flat Suite 216,Lamy,NM,87540,35.4311,-105.9409,923,Public relations account executive,1345627712,60,8,2019,0
10968,Casper H  Zulauf,grocery_pos,343.75,F,6027 Scott Meadows Suite 494,Dell City,TX,79837,31.924,-105.2099,579,Hydrogeologist,1372983513,79,7,2020,1
10969,Sawayn PLC,shopping_pos,9.05,M,793 Hooper Tunnel Suite 154,Burke,VA,22015,38.7894,-77.2818,43102,Health visitor,1353635266,74,11,2019,0
10970,Erdman Ebert,personal_care,1.42,F,77872 Andrea Glen Apt. 543,Ford,VA,23850,37.1349,-77.7364,1051,Chief Operating Officer,1382045510,48,10,2020,0
10971,Kiehn Emmerich,grocery_pos,320.67,M,610 Samantha Park Suite 149,Whittemore,IA,50598,43.0261,-94.4064,912,Optometrist,1381196656,56,10,2020,1
10972,Conroy Cruickshank,gas_transport,11.39,M,269 Sanchez Rapids,Elizabeth,NJ,7208,40.6747,-74.2239,124967,Operational researcher,1350955783,44,10,2019,1
10973,Goldner Lemke,entertainment,4.08,M,651 Miller Common,Parsonsfield,ME,4047,43.745,-70.9092,1892,Audiological scientist,1331921125,68,3,2019,0
10974,Okuneva Schneider  Rau,shopping_pos,689.79,M,4483 Sharp Ferry Apt. 468,Garfield,KS,67529,38.0649,-99.2374,365,Equality and diversity officer,1368315691,33,5,2020,1
10975,Padberg Welch,grocery_pos,274.73,M,6905 Hutchinson Inlet,Kenner,LA,70065,30.0252,-90.2522,68211,Energy engineer,1357860113,90,1,2020,1
10976,Kutch Ferry,home,22.42,F,5572 Kelly Plains Apt. 952,Waupaca,WI,54981,44.3481,-89.1101,15426,Engineer,1380982149,88,10,2020,0
10977,Eichmann Russel,misc_pos,9.8,F,071 Wise Trace,Coleharbor,ND,58531,47.5196,-101.2332,307,Make,1341639145,94,7,2019,0
10978,Prohaska Murray,gas_transport,41.5,M,920 Patrick Light,Mc Nabb,IL,61335,41.173,-89.2187,532,Audiological scientist,1383455084,68,11,2020,0
10979,Hahn Bahringer  Mc Laughlin,personal_care,57.24,F,62934 Maria Cliffs Suite 350,Bethel Springs,TN,38315,35.2289,-88.64399999999999,3876,Senior tax professional,1369840611,64,5,2020,0
10980,Wuckert Wintheiser  Friesen,home,225.88,F,81708 Christopher Plaza,Jordanville,NY,13361,42.8948,-74.8209,824,Travel agency manager,1350599766,39,10,2019,1
10981,Labadie LLC,personal_care,77.51,F,292 Lowe Dam Suite 858,West Palm Beach,FL,33417,26.7197,-80.1248,459921,Historic buildings inspector,1329167618,64,2,2019,0
10982,Turner  Sons,shopping_pos,987.32,F,754 Elliott Creek,Huntsville,AL,35896,34.7543,-86.6546,190178,Tree surgeon,1367193590,94,4,2020,1
10983,Grimes LLC,entertainment,7.06,F,1007 Colton Forks,Hopewell,VA,23860,37.2876,-77.295,31970,Purchasing manager,1325381302,89,1,2019,0
10984,Boyer PLC,shopping_net,957.11,M,1339 Johnson Landing Suite 007,De Lancey,NY,13752,42.18899999999999,-74.9229,782,Chartered accountant,1338761385,24,6,2019,1
10985,Schmitt Ltd,misc_net,889.2,F,0900 Beverly Landing,Louisville,KY,40209,38.1901,-85.7519,736284,Education officer,1336174820,63,5,2019,1
10986,Hackett Lueilwitz,grocery_pos,71.71,M,7377 Walton Extensions Apt. 979,Dallas,TX,75236,32.69,-96.9177,1263321,Designer,1381030943,72,10,2020,0
10987,Bechtelar Rippin,food_dining,127.81,M,994 Livingston Extensions Suite 918,Norwalk,OH,44857,41.2403,-82.6078,23805,Copy,1353883286,54,11,2019,1
10988,Brown PLC,misc_net,55.63,F,3312 Rachel Parks Suite 474,Stittville,NY,13469,43.2229,-75.2899,847,Systems analyst,1362227385,28,3,2020,0
10989,Rodriguez Yost  Jenkins,misc_net,2.11,F,674 Maureen Summit Apt. 276,Scotts Mills,OR,97375,44.9897,-122.6187,1252,Engineer,1364872536,87,4,2020,0
10990,Kuhn Group,food_dining,1.23,M,27203 Darrell Landing,Saint James City,FL,33956,26.529,-82.0916,3776,Sport and exercise psychologist,1335713302,48,4,2019,0
10991,Bednar Group,misc_net,851.99,M,5554 Mack Meadows,Premier,WV,24878,37.3752,-81.6539,337,Advice worker,1357603087,38,1,2020,1
10992,Auer West,shopping_net,1082.56,M,741 Adams Knolls,Grenola,KS,67346,37.3668,-96.4396,372,Copywriter,1366415965,27,4,2020,1
10993,Bernhard Inc,gas_transport,7.43,F,5517 Stacy Land,Jelm,WY,82063,41.0539,-106.0763,100,Public librarian,1341460682,50,7,2019,1
10994,Kerluke Inc,misc_net,950.14,M,2306 Clark Ranch Suite 515,Ferney,SD,57439,45.32899999999999,-98.0837,52,Bookseller,1363044920,34,3,2020,1
10995,Waelchi Inc,kids_pets,17.42,F,32343 Saunders Course,Dongola,IL,62926,37.3712,-89.1349,2263,Scientific laboratory technician,1355353487,40,12,2019,1
10996,Runolfsdottir Mueller  H,entertainment,78.89,M,42933 Ryan Underpass,Manderson,SD,57756,43.3526,-102.5411,1126,Volunteer coordinator,1376141118,44,8,2020,0
10997,Kilback  Sons,entertainment,557.46,F,6014 Thomas Throughway,Trenton,TX,75490,33.4235,-96.3398,2211,Investment banker,1374962428,37,7,2020,1
10998,Pfeffer LLC,grocery_net,8.94,M,492 West Crossing,Clarion,PA,16214,41.2123,-79.3773,10127,Broadcast journalist,1335774211,68,4,2019,1
10999,Becker Harris  Harvey,personal_care,51.58,F,1441 Bradley Place,Grover,NC,28073,35.1836,-81.4552,5621,Toxicologist,1370725534,51,6,2020,0
11000,Terry Ltd,home,91.72,F,71309 Martinez Stravenue,Kingsport,TN,37663,36.4715,-82.4834,87124,Warden,1355697324,37,12,2019,0
11001,Willms Kris  Bergnaum,shopping_pos,103.04,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1365863590,27,4,2020,0
11002,Kuhic Inc,grocery_pos,78.41,M,0638 Fred Ramp Suite 086,Palmdale,CA,93552,34.5715,-118.0231,171170,Chemical engineer,1369962407,61,5,2020,0
11003,Wuckert Goldner,home,11.26,F,543 Ware Path Apt. 593,Utica,MO,64686,39.7417,-93.6289,271,Land,1342205790,52,7,2019,0
11004,Heathcote Yost  Kertzmann,shopping_net,948.82,F,285 George Lake,Beaver Falls,PA,15010,40.7687,-80.3592,28425,Podiatrist,1367623098,24,5,2020,1
11005,Murray Ltd,grocery_net,35.61,F,87665 Karen Mill Apt. 586,Fort Myers,FL,33967,26.4722,-81.8122,224256,Paramedic,1338960060,39,6,2019,0
